step,robot_x,robot_y,target_estimate_x,target_estimate_y,target_error,goal_error,beacon_position_rmse,beacon_yaw_rmse,cost,spread,sigma_min,excitation_norm2,retriggered,estimate_ready,sim_time,cmd_vx,cmd_vy,beacon_estimate_x,beacon_estimate_y,beacon_estimate_yaw
0,-3.00000000,2.60000000,0.00000000,0.00000000,1.41509717,5.37238308,4.42718872,0.75000000,0.00000000,0.00000000,,0.00000000,0,0,0.08000000,0.00000000,0.00000000,2.00000000,0.00000000,0.00000000
1,-3.00000000,2.60000000,0.00000000,0.00000000,1.41509717,5.37238308,4.42718872,0.75000000,0.00000000,0.00000000,,0.06250000,1,0,0.16000000,3.85000000,-0.07645719,2.00000000,0.00000000,0.00000000
2,-2.78440000,2.59571840,0.00000000,0.00000000,1.41509717,5.20281414,4.42718872,0.75000000,0.00000000,0.00000000,,0.06250000,1,0,0.24000000,3.59111802,-0.06745914,2.00000000,0.00000000,0.00000000
3,-2.49089739,2.59010571,0.00000000,0.00000000,1.41509717,4.97785393,4.42718872,0.75000000,0.00000000,0.00000000,0.00000000,0.06250000,1,0,0.32000000,3.23842915,-0.05847274,2.00000000,0.00000000,0.00000000
4,-2.22335853,2.58521222,0.95201154,-1.01750754,0.36477193,4.77943764,0.29162963,0.07104978,2.30544906,0.02325085,1.13720165,0.06250000,1,1,0.40000000,4.05898749,-0.04950965,-2.48982929,-1.43235466,0.67895022
5,-1.91833293,2.58103633,1.04976876,-0.92074491,0.22742746,4.56287226,0.18449909,0.04624307,2.87270203,0.13065345,2.72571932,0.06250000,1,1,0.48000000,3.80913450,-0.04058148,-2.38329549,-1.42103990,0.70375693
6,-1.60760570,2.57757554,1.15485414,-0.80495109,0.07111801,4.35378097,0.07252357,0.01687610,5.81477998,0.34545748,4.48966022,0.05769477,0,1,0.56000000,3.55126846,-4.01602952,-2.27232749,-1.40532936,0.73312390
7,-1.31731543,2.35170393,1.20137503,-0.75014375,0.00138252,3.99467699,0.01570030,0.00138036,9.14544990,0.74469026,6.67534655,0.05325899,0,1,0.64000000,3.24784492,-3.67275565,-2.21540351,-1.39696172,0.74861964
8,-1.05020567,2.04964491,1.23223103,-0.71321804,0.04890554,3.59185706,0.02961748,0.00760121,16.53771951,1.38400409,9.21401560,0.04916424,0,1,0.72000000,2.95365096,-3.26014906,-2.17111069,-1.39347289,0.75760121
9,-0.80685294,1.77893042,1.18126241,-0.77414038,0.03055904,3.22845905,0.03295122,0.00845833,18.38722112,2.32395072,12.11614109,0.04538431,0,1,0.80000000,2.59000024,-3.00317526,-2.23295074,-1.40017877,0.74154167
10,-0.59092531,1.53250903,1.17170483,-0.78576215,0.04560207,2.90125161,0.04653715,0.01176318,18.74846134,3.68708687,15.62307619,0.04189500,0,1,0.88000000,2.30918912,-2.71676244,-2.24653221,-1.40067750,0.73823682
11,-0.39945071,1.30829413,1.19529969,-0.76117066,0.01211926,2.60668703,0.02024788,0.00524581,19.93594447,5.50979085,19.62523009,0.03867396,0,1,0.96000000,2.09775111,-2.41408056,-2.22024788,-1.40000663,0.74475419
12,-0.22655611,1.10790332,1.21265113,-0.74439472,0.01383727,2.34240626,0.00102962,0.00008469,21.34436403,7.77461304,23.93367764,0.03570057,0,1,1.04000000,1.90137234,-2.14987535,-2.19903447,-1.39964240,0.75008469
13,-0.06973323,0.92957236,1.22485612,-0.73015826,0.03180443,2.10551319,0.01489633,0.00379039,22.34136423,10.44304977,28.42916992,0.03295578,0,1,1.12000000,1.71836669,-1.91566929,-2.18515964,-1.39870995,0.75379039
14,0.07212824,0.77069788,1.24790350,-0.70843608,0.06342164,1.89330841,0.04351458,0.01086842,25.88058121,13.46779487,33.04538892,0.03042202,0,1,1.20000000,1.56659450,-1.69627991,-2.15648590,-1.40020434,0.76086842
15,0.20109833,0.62973014,1.23919797,-0.71295244,0.05393517,1.70336719,0.03404001,0.00870179,27.60715035,16.79717974,37.67924599,0.02808306,0,1,1.28000000,1.39246232,-1.53028934,-2.16599162,-1.39853274,0.75870179
16,0.31667449,0.50332322,1.24573351,-0.70743107,0.06247934,1.53332418,0.04067213,0.01061747,30.56977825,20.37850295,42.35927779,0.02592393,0,1,1.36000000,1.25296973,-1.37012457,-2.15938915,-1.39776815,0.76061747
17,0.42025989,0.38986930,1.23371635,-0.72010344,0.04506214,1.38104911,0.02873461,0.00718646,35.66539712,24.16181966,46.98715290,0.02393081,0,1,1.44000000,1.10588312,-1.24770852,-2.17129528,-1.39868961,0.75718646
18,0.51226062,0.28711463,1.22450129,-0.72570529,0.03450429,1.24442445,0.01731215,0.00442878,40.35182291,28.09940932,51.63579726,0.02209092,0,1,1.52000000,0.97634267,-1.12999506,-2.18321586,-1.39575698,0.75442878
19,0.59347700,0.19388990,1.22825698,-0.72346041,0.03876605,1.12196181,0.02206836,0.00561449,41.51967575,32.14860685,56.24675750,0.02039249,0,1,1.60000000,0.87559116,-1.01462592,-2.17812313,-1.39709916,0.75561449
20,0.66594233,0.10995097,1.22576370,-0.72699276,0.03454130,1.01229110,0.01982298,0.00501630,44.37289515,36.27160996,60.78221366,0.01882464,0,1,1.68000000,0.77812493,-0.91763419,-2.18045114,-1.39671479,0.75501630
21,0.73053152,0.03421243,1.22535853,-0.73074905,0.03183794,0.91399661,0.01866204,0.00451202,47.02602430,40.43446747,65.21369520,0.01737733,0,1,1.76000000,0.69289779,-0.83103165,-2.18147831,-1.39771560,0.75451202
22,0.78800879,-0.03434856,1.22102203,-0.73502892,0.02580812,0.82576858,0.01458479,0.00329561,48.72095828,44.60860368,69.55844052,0.01604130,0,1,1.84000000,0.61176773,-0.75392951,-2.18561649,-1.39758531,0.75329561
23,0.83889733,-0.09651337,1.21987773,-0.73500862,0.02489710,0.74661899,0.01373669,0.00306652,49.25115929,48.76989876,73.82304031,0.01480798,0,1,1.92000000,0.54265300,-0.67958165,-2.18651960,-1.39735887,0.75306652
24,0.88396832,-0.15266425,1.21932258,-0.73604080,0.02383740,0.67578548,0.01277924,0.00278308,49.42676487,52.89836752,77.96014551,0.01366949,0,1,2.00000000,0.48150169,-0.61393340,-2.18752722,-1.39721816,0.75278308
25,0.92395609,-0.20335448,1.21849872,-0.73598715,0.02320695,0.61239004,0.01282815,0.00272097,51.64200241,56.97690099,81.98595446,0.01261853,0,1,2.08000000,0.42639982,-0.55373657,-2.18737304,-1.39773697,0.75272097
26,0.95939052,-0.24909813,1.21655527,-0.73790269,0.02050419,0.55569380,0.01104809,0.00216636,52.29924969,60.99096681,85.87318435,0.01164837,0,1,2.16000000,0.37568659,-0.50202285,-2.18922537,-1.39755712,0.75216636
27,0.99066257,-0.29050109,1.21291767,-0.74085385,0.01582776,0.50493703,0.00838376,0.00127924,55.88158523,64.92901022,89.62462357,0.01075280,0,1,2.24000000,0.32819909,-0.45692829,-2.19200346,-1.39748151,0.75127924
28,1.01805819,-0.32813762,1.21353729,-0.74241969,0.01551513,0.45942430,0.00755751,0.00092182,58.89818343,68.78176149,93.24224612,0.00992609,0,1,2.32000000,0.29073110,-0.41484284,-2.19269554,-1.39806072,0.75092182
29,1.04221591,-0.36233510,1.20942622,-0.74339945,0.01150743,0.41854497,0.00513736,0.00009450,63.11683689,72.54210409,96.77595296,0.00916294,0,1,2.40000000,0.25172581,-0.37631773,-2.19617220,-1.39657358,0.75009450
30,1.06329010,-0.39336512,1.20642705,-0.74403452,0.00876892,0.38193983,0.00485064,0.00076187,67.09921819,76.20469513,100.18151426,0.00845846,0,1,2.48000000,0.21800371,-0.34130248,-2.19965088,-1.39516194,0.74923813
31,1.08153973,-0.42150969,1.20641475,-0.74339016,0.00921081,0.34919725,0.00509421,0.00077668,67.67886603,79.76622162,103.47646958,0.00780814,0,1,2.56000000,0.19149832,-0.30832353,-2.19986529,-1.39490757,0.74922332
32,1.09749573,-0.44696706,1.20418864,-0.74540633,0.00621663,0.31990012,0.00583031,0.00130487,69.88579008,83.22393849,106.62600505,0.00720782,0,1,2.64000000,0.16532582,-0.28185816,-2.20171197,-1.39442670,0.74869513
33,1.11134993,-0.47015089,1.20401723,-0.74607389,0.00561716,0.29355470,0.00601613,0.00152742,70.40200983,86.57600895,109.66967246,0.00665366,0,1,2.72000000,0.14437208,-0.25658701,-2.20232975,-1.39445328,0.74847258
34,1.12340259,-0.49128435,1.20711452,-0.74564878,0.00833963,0.26981651,0.00416723,0.00067020,76.66015720,89.82196368,112.62014596,0.00614210,0,1,2.80000000,0.12972734,-0.23253801,-2.19887970,-1.39598618,0.74932980
35,1.13413225,-0.51046457,1.20847558,-0.74445279,0.01012952,0.24842661,0.00472427,0.00007892,78.66836506,92.96235914,115.49188903,0.00566987,0,1,2.88000000,0.11480497,-0.20997010,-2.19694436,-1.39639697,0.74992108
36,1.14367478,-0.52780381,1.20708310,-0.74458769,0.00891422,0.22922408,0.00468715,0.00021699,80.00398604,95.99853336,118.24714155,0.00523395,0,1,2.96000000,0.09821462,-0.19126067,-2.19761585,-1.39596451,0.74978301
37,1.15193012,-0.54355369,1.20359382,-0.74683694,0.00478754,0.21196885,0.00468468,0.00090207,86.68239637,98.93268624,120.87115630,0.00483155,0,1,3.04000000,0.08085786,-0.17703853,-2.19994176,-1.39531568,0.74909793
38,1.15881531,-0.55805810,1.20298108,-0.74748191,0.00390226,0.19631065,0.00515398,0.00120993,87.27891205,101.76708819,123.41658759,0.00446008,0,1,3.12000000,0.06879551,-0.16241984,-2.20102904,-1.39494979,0.74879007
39,1.16460845,-0.57140254,1.20154561,-0.74854565,0.00212227,0.18207036,0.00583862,0.00157758,88.46803570,104.50391676,125.86830589,0.00411717,0,1,3.20000000,0.05724804,-0.14972146,-2.20225387,-1.39461395,0.74842242
40,1.16946543,-0.58368502,1.20214454,-0.74798579,0.00294212,0.16909475,0.00454580,0.00107597,92.15860743,107.14556096,128.27053942,0.00380063,0,1,3.28000000,0.04945018,-0.13636728,-2.20033432,-1.39546651,0.74892403
41,1.17360860,-0.59491490,1.20195319,-0.74829890,0.00259011,0.15731464,0.00446910,0.00112855,92.34448824,109.69481443,130.56808349,0.00350842,0,1,3.36000000,0.04173876,-0.12533480,-2.20042211,-1.39555088,0.74887145
42,1.17713277,-0.60520646,1.20218371,-0.74855407,0.00261902,0.14658813,0.00455070,0.00116838,92.79875431,112.15462807,132.78791261,0.00323868,0,1,3.44000000,0.03544785,-0.11536322,-2.20057178,-1.39548536,0.74883162
43,1.18011958,-0.61467484,1.20331445,-0.74773410,0.00401496,0.13677767,0.00392604,0.00068009,95.06349234,114.52805037,134.96082141,0.00298968,0,1,3.52000000,0.03104686,-0.10508762,-2.19875105,-1.39627792,0.74931991
44,1.18270895,-0.62332846,1.20314590,-0.74773827,0.00387455,0.12784623,0.00391748,0.00073561,95.18315127,116.81820558,137.04031307,0.00275982,0,1,3.60000000,0.02572181,-0.09677140,-2.19892943,-1.39623164,0.74926439
45,1.18489450,-0.63126976,1.20309655,-0.74851123,0.00343585,0.11968728,0.00366426,0.00077158,96.56777385,119.02827697,139.03614354,0.00254764,0,1,3.68000000,0.02117604,-0.09022003,-2.19884082,-1.39652393,0.74922842
46,1.18669768,-0.63864460,1.20282132,-0.74756845,0.00372455,0.11214712,0.00390382,0.00063189,98.71605243,121.16139722,141.00761728,0.00235177,0,1,3.76000000,0.01696320,-0.08227230,-2.19856514,-1.39636944,0.74936811
47,1.18815585,-0.64541713,1.20323756,-0.74818311,0.00371254,0.10525142,0.00345358,0.00073447,102.36471061,123.22058255,142.86864574,0.00217095,0,1,3.84000000,0.01413293,-0.07689471,-2.19851905,-1.39688006,0.74926553
48,1.18935441,-0.65169777,1.20448322,-0.74750671,0.00512989,0.09887698,0.00379387,0.00035457,104.28927895,125.20889614,144.71008125,0.00200404,0,1,3.92000000,0.01274199,-0.07053261,-2.19706012,-1.39760198,0.74964543
49,1.19040715,-0.65749307,1.20428060,-0.74717137,0.00513076,0.09300299,0.00394954,0.00027527,105.10096836,127.12910923,146.48603640,0.00184996,0,1,4.00000000,0.00991443,-0.06513312,-2.19678687,-1.39770334,0.74972473
50,1.19126816,-0.66283330,1.20531488,-0.74661922,0.00629902,0.08760296,0.00455246,0.00002098,106.19957704,128.98411330,148.21098831,0.00170773,0,1,4.08000000,0.00892155,-0.05998725,-2.19584726,-1.39813461,0.74997902
51,1.19200572,-0.66775578,1.20463787,-0.74737362,0.00532989,0.08263183,0.00393245,0.00028005,107.33445532,130.77675776,149.84675616,0.00157644,0,1,4.16000000,0.00613767,-0.05687540,-2.19671244,-1.39784219,0.74971995
52,1.19256354,-0.67238050,1.20435885,-0.74764605,0.00495385,0.07797492,0.00365256,0.00041682,107.67654673,132.50962911,151.44210760,0.00145523,0,1,4.24000000,0.00415567,-0.05350480,-2.19715568,-1.39770849,0.74958318
53,1.19294356,-0.67674178,1.20465870,-0.74777014,0.00516486,0.07359728,0.00373920,0.00036421,108.18477110,134.18528419,152.99511304,0.00134335,0,1,4.32000000,0.00318470,-0.05023235,-2.19683195,-1.39801379,0.74963579
54,1.19322164,-0.68083891,1.20343587,-0.74849467,0.00375117,0.06949247,0.00305030,0.00076569,111.37888509,135.80620759,154.47571915,0.00124007,0,1,4.40000000,0.00060634,-0.04795547,-2.19816195,-1.39756568,0.74923431
55,1.19333203,-0.68472999,1.20301786,-0.74830501,0.00346129,0.06560972,0.00316891,0.00068565,112.81673966,137.37475632,155.94857502,0.00114473,0,1,4.48000000,-0.00071283,-0.04478518,-2.19792959,-1.39760096,0.74931435
56,1.19330667,-0.68838889,1.20340431,-0.74856020,0.00369626,0.06197362,0.00312045,0.00064174,115.35574631,138.89322581,157.35934786,0.00105672,0,1,4.56000000,-0.00081674,-0.04238225,-2.19748573,-1.39815185,0.74935826
57,1.19324382,-0.69183714,1.20407789,-0.74815879,0.00447429,0.05855394,0.00326716,0.00057822,117.24006039,140.36374216,158.74587058,0.00097547,0,1,4.64000000,-0.00044915,-0.03939788,-2.19737817,-1.39805055,0.74942178
58,1.19319907,-0.69506060,1.20342245,-0.74822715,0.00385437,0.05535875,0.00309931,0.00073173,118.28711740,141.78827733,160.07814880,0.00090047,0,1,4.72000000,-0.00162099,-0.03719970,-2.19805707,-1.39758531,0.74926827
59,1.19309751,-0.69808933,1.20337101,-0.74805205,0.00389335,0.05236757,0.00329989,0.00075655,121.11236381,143.16884680,161.38199250,0.00083124,0,1,4.80000000,-0.00192747,-0.03489497,-2.19839817,-1.39711496,0.74924345
60,1.19295067,-0.70093624,1.20300018,-0.74795811,0.00362911,0.04956759,0.00349101,0.00083971,122.19695755,144.50738078,162.64341302,0.00076733,0,1,4.88000000,-0.00249502,-0.03285714,-2.19885908,-1.39670069,0.74916029
